path,size,type,confidence,reason
public/assets/exercicios/flash/311.gif,277964,asset,high,asset without textual reference
public/assets/exercicios/flash/312.gif,141189,asset,high,asset without textual reference
public/assets/exercicios/flash/313.gif,373646,asset,high,asset without textual reference
public/assets/exercicios/flash/314.gif,146153,asset,high,asset without textual reference
public/assets/exercicios/flash/315.gif,185925,asset,high,asset without textual reference
public/assets/exercicios/flash/316.gif,172809,asset,high,asset without textual reference
public/assets/exercicios/flash/317.gif,184757,asset,high,asset without textual reference
public/assets/exercicios/flash/318.gif,277890,asset,high,asset without textual reference
public/assets/exercicios/flash/319.gif,132971,asset,high,asset without textual reference
public/assets/exercicios/flash/320.gif,498635,asset,high,asset without textual reference
public/assets/exercicios/flash/321.gif,297600,asset,high,asset without textual reference
public/assets/exercicios/flash/322.gif,528894,asset,high,asset without textual reference
public/assets/exercicios/flash/323.gif,296655,asset,high,asset without textual reference
public/assets/exercicios/flash/324.gif,127638,asset,high,asset without textual reference
public/assets/exercicios/flash/325.gif,426116,asset,high,asset without textual reference
public/assets/exercicios/flash/326.gif,270804,asset,high,asset without textual reference
public/assets/exercicios/flash/327.gif,173315,asset,high,asset without textual reference
public/assets/exercicios/flash/328.gif,287444,asset,high,asset without textual reference
public/assets/exercicios/flash/329.gif,176212,asset,high,asset without textual reference
public/assets/exercicios/flash/330.gif,175870,asset,high,asset without textual reference
public/assets/exercicios/flash/331.gif,225329,asset,high,asset without textual reference
public/assets/exercicios/flash/332.gif,151295,asset,high,asset without textual reference
public/assets/exercicios/flash/333.gif,258639,asset,high,asset without textual reference
public/assets/exercicios/flash/334.gif,175342,asset,high,asset without textual reference
public/assets/exercicios/flash/335.gif,184856,asset,high,asset without textual reference
public/assets/exercicios/flash/336.gif,137132,asset,high,asset without textual reference
public/assets/exercicios/flash/337.gif,143997,asset,high,asset without textual reference
public/assets/exercicios/flash/338.gif,168108,asset,high,asset without textual reference
public/assets/exercicios/flash/339.gif,76103,asset,high,asset without textual reference
public/assets/exercicios/flash/340.gif,197888,asset,high,asset without textual reference
public/assets/exercicios/flash/341.gif,171877,asset,high,asset without textual reference
public/assets/exercicios/flash/342.gif,237652,asset,high,asset without textual reference
public/assets/exercicios/flash/343.gif,175836,asset,high,asset without textual reference
public/assets/exercicios/flash/344.gif,165651,asset,high,asset without textual reference
public/assets/exercicios/flash/345.gif,121881,asset,high,asset without textual reference
public/assets/exercicios/flash/346.gif,368491,asset,high,asset without textual reference
public/assets/exercicios/flash/347.gif,280012,asset,high,asset without textual reference
public/assets/exercicios/flash/348.gif,134646,asset,high,asset without textual reference
public/assets/exercicios/flash/349.gif,193236,asset,high,asset without textual reference
public/assets/exercicios/flash/350.gif,275612,asset,high,asset without textual reference
public/assets/exercicios/flash/351.gif,150929,asset,high,asset without textual reference
public/assets/exercicios/flash/352.gif,103720,asset,high,asset without textual reference
public/assets/exercicios/flash/353.gif,538261,asset,high,asset without textual reference
public/assets/exercicios/flash/354.gif,125485,asset,high,asset without textual reference
public/assets/exercicios/flash/355.gif,183835,asset,high,asset without textual reference
public/assets/exercicios/flash/356.gif,210074,asset,high,asset without textual reference
public/assets/exercicios/flash/357.gif,102676,asset,high,asset without textual reference
public/assets/exercicios/flash/358.gif,134111,asset,high,asset without textual reference
public/assets/exercicios/flash/359.gif,268402,asset,high,asset without textual reference
public/assets/exercicios/flash/360.gif,183675,asset,high,asset without textual reference
public/assets/exercicios/flash/361.gif,201406,asset,high,asset without textual reference
public/assets/exercicios/flash/362.gif,129926,asset,high,asset without textual reference
public/assets/exercicios/flash/363.gif,188804,asset,high,asset without textual reference
public/assets/exercicios/flash/364.gif,98122,asset,high,asset without textual reference
public/assets/exercicios/flash/365.gif,184569,asset,high,asset without textual reference
public/assets/exercicios/flash/366.gif,424653,asset,high,asset without textual reference
public/assets/exercicios/flash/367.gif,185170,asset,high,asset without textual reference
public/assets/exercicios/flash/368.gif,308652,asset,high,asset without textual reference
public/assets/exercicios/flash/369.gif,144621,asset,high,asset without textual reference
public/assets/exercicios/flash/370.gif,142451,asset,high,asset without textual reference
public/assets/exercicios/flash/371.gif,164144,asset,high,asset without textual reference
public/assets/exercicios/flash/372.gif,63897,asset,high,asset without textual reference
public/assets/exercicios/flash/373.gif,92412,asset,high,asset without textual reference
public/assets/exercicios/flash/374.gif,169549,asset,high,asset without textual reference
public/assets/exercicios/flash/375.gif,181567,asset,high,asset without textual reference
public/assets/exercicios/flash/376.gif,133555,asset,high,asset without textual reference
public/assets/exercicios/flash/377.gif,149981,asset,high,asset without textual reference
public/assets/exercicios/flash/378.gif,271311,asset,high,asset without textual reference
public/assets/exercicios/flash/379.gif,184873,asset,high,asset without textual reference
public/assets/exercicios/flash/380.gif,113092,asset,high,asset without textual reference
public/assets/exercicios/flash/381.gif,128222,asset,high,asset without textual reference
public/assets/exercicios/flash/382.gif,157933,asset,high,asset without textual reference
public/assets/exercicios/flash/383.gif,178701,asset,high,asset without textual reference
public/assets/exercicios/flash/384.gif,108809,asset,high,asset without textual reference
public/assets/exercicios/flash/385.gif,83968,asset,high,asset without textual reference
public/assets/exercicios/flash/386.gif,166750,asset,high,asset without textual reference
public/assets/exercicios/flash/387.gif,169748,asset,high,asset without textual reference
public/assets/exercicios/flash/388.gif,164288,asset,high,asset without textual reference
public/assets/exercicios/flash/389.gif,199589,asset,high,asset without textual reference
public/assets/exercicios/flash/390.gif,117263,asset,high,asset without textual reference
public/assets/exercicios/flash/391.gif,190156,asset,high,asset without textual reference
public/assets/exercicios/flash/392.gif,87096,asset,high,asset without textual reference
public/assets/exercicios/flash/393.gif,115721,asset,high,asset without textual reference
public/assets/exercicios/flash/394.gif,180742,asset,high,asset without textual reference
public/assets/exercicios/flash/395.gif,112340,asset,high,asset without textual reference
public/assets/exercicios/flash/396.gif,111687,asset,high,asset without textual reference
public/assets/exercicios/flash/397.gif,238316,asset,high,asset without textual reference
public/assets/exercicios/flash/398.gif,171467,asset,high,asset without textual reference
public/assets/exercicios/flash/399.gif,113388,asset,high,asset without textual reference
public/assets/exercicios/flash/400.gif,138495,asset,high,asset without textual reference
public/assets/exercicios/flash/401.gif,206570,asset,high,asset without textual reference
public/assets/exercicios/flash/402.gif,208060,asset,high,asset without textual reference
public/assets/exercicios/flash/403.gif,104393,asset,high,asset without textual reference
public/assets/exercicios/flash/404.gif,257332,asset,high,asset without textual reference
public/assets/exercicios/flash/405.gif,114036,asset,high,asset without textual reference
public/assets/exercicios/flash/406.gif,151840,asset,high,asset without textual reference
public/assets/exercicios/flash/407.gif,196400,asset,high,asset without textual reference
public/assets/exercicios/flash/408.gif,105086,asset,high,asset without textual reference
public/assets/exercicios/flash/409.gif,92168,asset,high,asset without textual reference
public/assets/exercicios/flash/410.gif,214655,asset,high,asset without textual reference
public/assets/exercicios/flash/411.gif,179283,asset,high,asset without textual reference
public/assets/exercicios/flash/412.gif,156612,asset,high,asset without textual reference
public/assets/exercicios/flash/413.gif,240298,asset,high,asset without textual reference
public/assets/exercicios/flash/414.gif,101917,asset,high,asset without textual reference
public/assets/exercicios/flash/415.gif,90605,asset,high,asset without textual reference
public/assets/exercicios/flash/416.gif,61122,asset,high,asset without textual reference
public/assets/exercicios/flash/417.gif,59655,asset,high,asset without textual reference
public/assets/exercicios/flash/418.gif,137127,asset,high,asset without textual reference
public/assets/exercicios/flash/419.gif,140944,asset,high,asset without textual reference
public/assets/exercicios/flash/420.gif,136159,asset,high,asset without textual reference
public/assets/exercicios/flash/421.gif,55864,asset,high,asset without textual reference
public/assets/exercicios/flash/422.gif,54952,asset,high,asset without textual reference
public/assets/exercicios/flash/423.gif,200750,asset,high,asset without textual reference
public/assets/exercicios/flash/424.gif,301817,asset,high,asset without textual reference
public/assets/exercicios/flash/425.gif,238186,asset,high,asset without textual reference
public/assets/exercicios/flash/426.gif,229136,asset,high,asset without textual reference
public/assets/exercicios/flash/427.gif,188956,asset,high,asset without textual reference
public/assets/exercicios/flash/428.gif,162225,asset,high,asset without textual reference
public/assets/exercicios/flash/429.gif,184020,asset,high,asset without textual reference
public/assets/exercicios/flash/430.gif,236302,asset,high,asset without textual reference
public/assets/exercicios/flash/431.gif,169923,asset,high,asset without textual reference
public/assets/exercicios/flash/432.gif,191209,asset,high,asset without textual reference
public/assets/exercicios/flash/433.gif,100491,asset,high,asset without textual reference
public/assets/exercicios/flash/434.gif,281965,asset,high,asset without textual reference
public/assets/exercicios/flash/435.gif,138229,asset,high,asset without textual reference
public/assets/exercicios/flash/436.gif,173260,asset,high,asset without textual reference
public/assets/exercicios/flash/437.gif,141665,asset,high,asset without textual reference
public/assets/exercicios/flash/438.gif,177018,asset,high,asset without textual reference
public/assets/exercicios/flash/439.gif,69711,asset,high,asset without textual reference
public/assets/exercicios/flash/440.gif,123222,asset,high,asset without textual reference
public/assets/exercicios/flash/441.gif,158747,asset,high,asset without textual reference
public/assets/exercicios/flash/442.gif,231766,asset,high,asset without textual reference
public/assets/exercicios/flash/443.gif,250897,asset,high,asset without textual reference
public/assets/exercicios/flash/444.gif,249307,asset,high,asset without textual reference
public/assets/exercicios/flash/445.gif,65812,asset,high,asset without textual reference
public/assets/exercicios/flash/446.gif,253015,asset,high,asset without textual reference
public/assets/exercicios/flash/447.gif,271542,asset,high,asset without textual reference
public/assets/exercicios/flash/448.gif,157664,asset,high,asset without textual reference
public/assets/exercicios/flash/449.gif,155477,asset,high,asset without textual reference
public/assets/exercicios/flash/450.gif,126149,asset,high,asset without textual reference
public/assets/exercicios/flash/451.gif,196380,asset,high,asset without textual reference
public/assets/exercicios/flash/452.gif,191140,asset,high,asset without textual reference
public/assets/exercicios/flash/453.gif,130524,asset,high,asset without textual reference
public/assets/exercicios/flash/454.gif,133486,asset,high,asset without textual reference
public/assets/exercicios/flash/455.gif,187893,asset,high,asset without textual reference
public/assets/exercicios/flash/456.gif,471018,asset,high,asset without textual reference
public/assets/exercicios/flash/457.gif,190628,asset,high,asset without textual reference
public/assets/exercicios/flash/458.gif,100410,asset,high,asset without textual reference
public/assets/exercicios/flash/459.gif,59646,asset,high,asset without textual reference
public/assets/exercicios/flash/460.gif,150969,asset,high,asset without textual reference
public/assets/exercicios/flash/461.gif,52824,asset,high,asset without textual reference
public/assets/exercicios/flash/462.gif,263221,asset,high,asset without textual reference
public/assets/exercicios/flash/463.gif,245029,asset,high,asset without textual reference
public/assets/exercicios/flash/464.gif,251167,asset,high,asset without textual reference
public/assets/exercicios/flash/465.gif,96861,asset,high,asset without textual reference
public/assets/exercicios/flash/466.gif,85679,asset,high,asset without textual reference
public/assets/exercicios/flash/467.gif,61934,asset,high,asset without textual reference
public/assets/exercicios/flash/468.gif,94813,asset,high,asset without textual reference
public/assets/exercicios/flash/469.gif,109510,asset,high,asset without textual reference
public/assets/exercicios/flash/470.gif,119793,asset,high,asset without textual reference
public/assets/exercicios/flash/471.gif,57406,asset,high,asset without textual reference
public/assets/exercicios/flash/472.gif,110387,asset,high,asset without textual reference
public/assets/exercicios/flash/473.gif,284680,asset,high,asset without textual reference
public/assets/exercicios/flash/474.gif,141129,asset,high,asset without textual reference
public/assets/exercicios/flash/475.gif,236643,asset,high,asset without textual reference
public/assets/exercicios/flash/476.gif,93668,asset,high,asset without textual reference
public/assets/exercicios/flash/477.gif,45864,asset,high,asset without textual reference
public/assets/exercicios/flash/478.gif,141385,asset,high,asset without textual reference
public/assets/exercicios/flash/479.gif,126460,asset,high,asset without textual reference
public/assets/exercicios/flash/480.gif,404547,asset,high,asset without textual reference
public/assets/exercicios/flash/481.gif,143542,asset,high,asset without textual reference
public/assets/exercicios/flash/482.gif,461322,asset,high,asset without textual reference
public/assets/exercicios/flash/483.gif,83334,asset,high,asset without textual reference
public/assets/exercicios/flash/484.gif,43049,asset,high,asset without textual reference
public/assets/exercicios/flash/485.gif,229279,asset,high,asset without textual reference
public/assets/exercicios/flash/486.gif,122002,asset,high,asset without textual reference
public/assets/exercicios/flash/487.gif,87168,asset,high,asset without textual reference
public/assets/exercicios/flash/488.gif,187024,asset,high,asset without textual reference
public/assets/exercicios/flash/489.gif,188828,asset,high,asset without textual reference
public/assets/exercicios/flash/490.gif,213755,asset,high,asset without textual reference
public/assets/exercicios/flash/491.gif,260484,asset,high,asset without textual reference
public/assets/exercicios/flash/492.gif,105792,asset,high,asset without textual reference
public/assets/exercicios/flash/493.gif,297150,asset,high,asset without textual reference
public/assets/exercicios/flash/494.gif,48878,asset,high,asset without textual reference
public/assets/exercicios/flash/495.gif,106250,asset,high,asset without textual reference
public/assets/exercicios/flash/496.gif,141576,asset,high,asset without textual reference
public/assets/exercicios/flash/497.gif,200760,asset,high,asset without textual reference
public/assets/exercicios/flash/498.gif,389716,asset,high,asset without textual reference
public/assets/exercicios/flash/499.gif,182588,asset,high,asset without textual reference
public/assets/exercicios/flash/500.gif,197740,asset,high,asset without textual reference
public/assets/exercicios/flash/501.gif,194952,asset,high,asset without textual reference
public/assets/exercicios/flash/502.gif,167844,asset,high,asset without textual reference
public/assets/exercicios/flash/503.gif,92600,asset,high,asset without textual reference
public/assets/exercicios/flash/504.gif,195323,asset,high,asset without textual reference
public/assets/exercicios/flash/505.gif,411773,asset,high,asset without textual reference
public/assets/exercicios/flash/506.gif,216413,asset,high,asset without textual reference
public/assets/exercicios/flash/507.gif,228169,asset,high,asset without textual reference
public/assets/exercicios/flash/508.gif,157562,asset,high,asset without textual reference
public/assets/exercicios/flash/509.gif,116381,asset,high,asset without textual reference
public/assets/exercicios/flash/510.gif,106254,asset,high,asset without textual reference
public/assets/exercicios/flash/511.gif,191692,asset,high,asset without textual reference
public/assets/exercicios/flash/512.gif,611973,asset,high,asset without textual reference
public/assets/exercicios/flash/513.gif,198656,asset,high,asset without textual reference
public/assets/exercicios/flash/514.gif,298666,asset,high,asset without textual reference
public/assets/exercicios/flash/515.gif,111219,asset,high,asset without textual reference
public/assets/exercicios/flash/516.gif,103863,asset,high,asset without textual reference
public/assets/exercicios/flash/517.gif,132964,asset,high,asset without textual reference
public/assets/exercicios/flash/518.gif,139190,asset,high,asset without textual reference
public/assets/exercicios/flash/519.gif,113870,asset,high,asset without textual reference
public/assets/exercicios/flash/520.gif,106432,asset,high,asset without textual reference
public/assets/exercicios/flash/521.gif,441481,asset,high,asset without textual reference
public/assets/exercicios/flash/522.gif,212591,asset,high,asset without textual reference
public/assets/exercicios/flash/523.gif,218315,asset,high,asset without textual reference
public/assets/exercicios/flash/524.gif,93291,asset,high,asset without textual reference
public/assets/exercicios/flash/525.gif,126109,asset,high,asset without textual reference
public/assets/exercicios/flash/526.gif,219467,asset,high,asset without textual reference
public/assets/exercicios/flash/527.gif,557876,asset,high,asset without textual reference
public/assets/exercicios/flash/528.gif,431273,asset,high,asset without textual reference
public/assets/exercicios/flash/529.gif,104347,asset,high,asset without textual reference
public/assets/exercicios/flash/530.gif,115158,asset,high,asset without textual reference
public/assets/exercicios/flash/531.gif,83585,asset,high,asset without textual reference
public/assets/exercicios/flash/532.gif,87681,asset,high,asset without textual reference
public/assets/exercicios/flash/533.gif,49607,asset,high,asset without textual reference
public/assets/exercicios/flash/534.gif,205319,asset,high,asset without textual reference
public/assets/exercicios/flash/535.gif,514523,asset,high,asset without textual reference
public/assets/exercicios/flash/536.gif,95437,asset,high,asset without textual reference
public/assets/exercicios/flash/537.gif,142318,asset,high,asset without textual reference
public/assets/exercicios/flash/538.gif,228796,asset,high,asset without textual reference
public/assets/exercicios/flash/539.gif,134162,asset,high,asset without textual reference
public/assets/exercicios/flash/540.gif,194580,asset,high,asset without textual reference
public/assets/exercicios/flash/541.gif,307882,asset,high,asset without textual reference
public/assets/exercicios/flash/542.gif,166516,asset,high,asset without textual reference
public/assets/exercicios/flash/543.gif,124611,asset,high,asset without textual reference
public/assets/exercicios/flash/544.gif,117310,asset,high,asset without textual reference
public/assets/exercicios/flash/545.gif,495899,asset,high,asset without textual reference
public/assets/exercicios/flash/546.gif,78908,asset,high,asset without textual reference
public/assets/exercicios/flash/547.gif,72124,asset,high,asset without textual reference
public/assets/exercicios/flash/548.gif,223185,asset,high,asset without textual reference
public/assets/exercicios/flash/549.gif,327844,asset,high,asset without textual reference
public/assets/exercicios/flash/550.gif,256082,asset,high,asset without textual reference
public/assets/exercicios/flash/551.gif,239569,asset,high,asset without textual reference
public/assets/exercicios/flash/552.gif,176189,asset,high,asset without textual reference
public/assets/exercicios/flash/553.gif,269864,asset,high,asset without textual reference
public/assets/exercicios/flash/554.gif,325875,asset,high,asset without textual reference
public/assets/exercicios/flash/555.gif,132080,asset,high,asset without textual reference
public/assets/exercicios/flash/556.gif,427162,asset,high,asset without textual reference
public/assets/exercicios/flash/557.gif,543413,asset,high,asset without textual reference
public/assets/exercicios/flash/558.gif,337288,asset,high,asset without textual reference
public/assets/exercicios/flash/559.gif,431050,asset,high,asset without textual reference
public/assets/exercicios/flash/560.gif,105259,asset,high,asset without textual reference
public/assets/exercicios/flash/561.gif,77570,asset,high,asset without textual reference
public/assets/exercicios/flash/562.gif,93255,asset,high,asset without textual reference
public/assets/exercicios/flash/563.gif,174992,asset,high,asset without textual reference
public/assets/exercicios/flash/564.gif,279791,asset,high,asset without textual reference
public/assets/exercicios/flash/565.gif,181864,asset,high,asset without textual reference
public/assets/exercicios/flash/566.gif,97769,asset,high,asset without textual reference
public/assets/exercicios/flash/567.gif,91113,asset,high,asset without textual reference
public/assets/exercicios/flash/568.gif,226533,asset,high,asset without textual reference
public/assets/exercicios/flash/569.gif,197832,asset,high,asset without textual reference
public/assets/exercicios/flash/570.gif,335595,asset,high,asset without textual reference
public/assets/exercicios/flash/571.gif,252142,asset,high,asset without textual reference
public/assets/exercicios/flash/572.gif,238820,asset,high,asset without textual reference
public/assets/exercicios/flash/573.gif,159792,asset,high,asset without textual reference
public/assets/exercicios/flash/574.gif,175916,asset,high,asset without textual reference
public/assets/exercicios/flash/575.gif,307347,asset,high,asset without textual reference
public/assets/exercicios/flash/576.gif,52801,asset,high,asset without textual reference
public/assets/exercicios/flash/577.gif,93840,asset,high,asset without textual reference
public/assets/exercicios/flash/578.gif,230740,asset,high,asset without textual reference
public/assets/exercicios/flash/579.gif,350611,asset,high,asset without textual reference
public/assets/exercicios/flash/580.gif,404579,asset,high,asset without textual reference
public/assets/exercicios/flash/581.gif,102756,asset,high,asset without textual reference
public/assets/exercicios/flash/582.gif,466090,asset,high,asset without textual reference
public/assets/exercicios/flash/583.gif,214789,asset,high,asset without textual reference
public/assets/exercicios/flash/584.gif,458316,asset,high,asset without textual reference
public/assets/exercicios/flash/585.gif,162088,asset,high,asset without textual reference
public/assets/exercicios/flash/586.gif,130585,asset,high,asset without textual reference
public/assets/exercicios/flash/587.gif,314664,asset,high,asset without textual reference
public/assets/exercicios/flash/588.gif,299576,asset,high,asset without textual reference
public/assets/exercicios/flash/589.gif,407617,asset,high,asset without textual reference
public/assets/exercicios/flash/590.gif,295609,asset,high,asset without textual reference
public/assets/exercicios/flash/591.gif,217277,asset,high,asset without textual reference
public/assets/exercicios/flash/592.gif,226115,asset,high,asset without textual reference
public/assets/exercicios/flash/593.gif,260252,asset,high,asset without textual reference
public/assets/exercicios/flash/594.gif,159615,asset,high,asset without textual reference
public/assets/exercicios/flash/595.gif,64454,asset,high,asset without textual reference
public/assets/exercicios/flash/596.gif,215595,asset,high,asset without textual reference
public/assets/exercicios/flash/597.gif,181768,asset,high,asset without textual reference
public/assets/exercicios/flash/598.gif,232320,asset,high,asset without textual reference
public/assets/exercicios/flash/599.gif,153458,asset,high,asset without textual reference
public/assets/exercicios/flash/600.gif,217824,asset,high,asset without textual reference
public/assets/exercicios/flash/601.gif,1082920,asset,high,asset without textual reference
public/assets/exercicios/flash/602.gif,208797,asset,high,asset without textual reference
public/assets/exercicios/flash/603.gif,157186,asset,high,asset without textual reference
public/assets/exercicios/flash/604.gif,244235,asset,high,asset without textual reference
public/assets/exercicios/flash/605.gif,288530,asset,high,asset without textual reference
public/assets/exercicios/flash/606.gif,321941,asset,high,asset without textual reference
public/assets/exercicios/flash/607.gif,92927,asset,high,asset without textual reference
public/assets/exercicios/flash/608.gif,123761,asset,high,asset without textual reference
public/assets/exercicios/flash/609.gif,178028,asset,high,asset without textual reference
public/assets/exercicios/flash/610.gif,356451,asset,high,asset without textual reference
public/assets/exercicios/flash/611.gif,142162,asset,high,asset without textual reference
public/assets/exercicios/flash/612.gif,229843,asset,high,asset without textual reference
public/assets/exercicios/flash/613.gif,208633,asset,high,asset without textual reference
public/assets/exercicios/flash/614.gif,384404,asset,high,asset without textual reference
public/assets/exercicios/flash/615.gif,236524,asset,high,asset without textual reference
public/assets/exercicios/flash/616.gif,61853,asset,high,asset without textual reference
public/assets/exercicios/flash/617.gif,126210,asset,high,asset without textual reference
public/assets/exercicios/flash/618.gif,158701,asset,high,asset without textual reference
public/assets/exercicios/flash/619.gif,117941,asset,high,asset without textual reference
public/assets/exercicios/flash/620.gif,153160,asset,high,asset without textual reference
public/assets/exercicios/flash/621.gif,302480,asset,high,asset without textual reference
public/assets/exercicios/flash/622.gif,111508,asset,high,asset without textual reference
public/assets/exercicios/flash/623.gif,155651,asset,high,asset without textual reference
public/assets/exercicios/flash/624.gif,191270,asset,high,asset without textual reference
public/assets/exercicios/flash/625.gif,183209,asset,high,asset without textual reference
public/assets/exercicios/flash/626.gif,189319,asset,high,asset without textual reference
public/assets/exercicios/flash/627.gif,187096,asset,high,asset without textual reference
public/assets/exercicios/flash/628.gif,285340,asset,high,asset without textual reference
public/assets/exercicios/flash/629.gif,133298,asset,high,asset without textual reference
public/assets/exercicios/flash/630.gif,213196,asset,high,asset without textual reference
public/assets/exercicios/flash/631.gif,87410,asset,high,asset without textual reference
public/assets/exercicios/flash/632.gif,171118,asset,high,asset without textual reference
public/assets/exercicios/flash/633.gif,126028,asset,high,asset without textual reference
public/assets/exercicios/flash/634.gif,128613,asset,high,asset without textual reference
public/assets/exercicios/flash/635.gif,260586,asset,high,asset without textual reference
public/assets/exercicios/flash/636.gif,332593,asset,high,asset without textual reference
public/assets/exercicios/flash/637.gif,176776,asset,high,asset without textual reference
public/assets/exercicios/flash/638.gif,128441,asset,high,asset without textual reference
public/assets/exercicios/flash/639.gif,70763,asset,high,asset without textual reference
public/assets/exercicios/flash/640.gif,173743,asset,high,asset without textual reference
public/assets/exercicios/flash/641.gif,234702,asset,high,asset without textual reference
public/assets/exercicios/flash/642.gif,113556,asset,high,asset without textual reference
public/assets/exercicios/flash/643.gif,166655,asset,high,asset without textual reference
public/assets/exercicios/flash/644.gif,162953,asset,high,asset without textual reference
public/assets/exercicios/flash/645.gif,180262,asset,high,asset without textual reference
public/assets/exercicios/flash/646.gif,100561,asset,high,asset without textual reference
public/assets/exercicios/flash/647.gif,56492,asset,high,asset without textual reference
public/assets/exercicios/flash/648.gif,150084,asset,high,asset without textual reference
public/assets/exercicios/flash/649.gif,188069,asset,high,asset without textual reference
public/assets/exercicios/flash/650.gif,130434,asset,high,asset without textual reference
public/assets/exercicios/flash/651.gif,175855,asset,high,asset without textual reference
public/assets/exercicios/flash/652.gif,141473,asset,high,asset without textual reference
public/assets/exercicios/flash/653.gif,173742,asset,high,asset without textual reference
public/assets/exercicios/flash/654.gif,542803,asset,high,asset without textual reference
public/assets/exercicios/flash/655.gif,269474,asset,high,asset without textual reference
public/assets/exercicios/flash/656.gif,147837,asset,high,asset without textual reference
public/assets/exercicios/flash/657.gif,107053,asset,high,asset without textual reference
public/assets/exercicios/flash/658.gif,268185,asset,high,asset without textual reference
public/assets/exercicios/flash/659.gif,187115,asset,high,asset without textual reference
public/assets/exercicios/flash/660.gif,217928,asset,high,asset without textual reference
public/assets/exercicios/flash/661.gif,167088,asset,high,asset without textual reference
public/assets/exercicios/flash/662.gif,211106,asset,high,asset without textual reference
public/assets/exercicios/flash/663.gif,119122,asset,high,asset without textual reference
public/assets/exercicios/flash/664.gif,100133,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ABDOMINAL SUPRA NO CABO 221.gif,131010,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ABDOMINAL TESOURA ABERTO NO JUMP 415.gif,90605,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ABDOMINAL V-SIT 164.gif,196645,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ALONGAMENTO ABDOMEM 438.gif,177018,asset,high,asset without textual reference
public/assets/exercises/ABDOME/BOLA CRUNCH 167.gif,177670,asset,high,asset without textual reference
public/assets/exercises/ABDOME/CRUZAMENTO OBLIQUO V 144.gif,173135,asset,high,asset without textual reference
public/assets/exercises/ABDOME/DOUBLE LEG STRETCH 584.gif,458316,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ELEVACCO DE JOELHOS NA BARRA FIXA 231.gif,112171,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ELEVACCO DE PERNAS COM GIRO DE TRONCO 299.gif,228145,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ELEVACCO DE PERNAS NA BARRA FIXA 232.gif,143832,asset,high,asset without textual reference
public/assets/exercises/ABDOME/FLEXAO ALTERNADA DE QUADRIL NAS PARALELAS 486.gif,122002,asset,high,asset without textual reference
public/assets/exercises/ABDOME/FLEXCO DE QUADRIL COM CANELEIRA 652.gif,141473,asset,high,asset without textual reference
public/assets/exercises/ABDOME/FLEXCO LATERAL DE TRONCO EM PE 407.gif,196400,asset,high,asset without textual reference
public/assets/exercises/ABDOME/FLEXCO LATERAL DE TRONCO NO SOLO.gif,102676,asset,high,asset without textual reference
public/assets/exercises/ABDOME/FLEXCO TOTAL DE QUADRIL COM CANELEIRA 653.gif,173742,asset,high,asset without textual reference
public/assets/exercises/ABDOME/FLEXCO UNILATERAL DE TRONCO EM PE 617.gif,126210,asset,high,asset without textual reference
public/assets/exercises/ABDOME/HUNDRED 585.gif,162088,asset,high,asset without textual reference
public/assets/exercises/ABDOME/NECK PULL 587.gif,314664,asset,high,asset without textual reference
public/assets/exercises/ABDOME/ONE LEG STRETCH 589.gif,407617,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PALLOF PRESS COM FAIXA ELASTICA 533.gif,49607,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PANCHA COM FLEXCO DE JOELHO NO JUMP 409.gif,92168,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PERDIGUEIRO ESTATICO 631.gif,87410,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PONTE COM EXTENSCO DE PERNA 383.gif,178701,asset,high,asset without textual reference
public/assets/exercises/ABDOME/POSE DO CAMELO 3X10.gif,237097,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA ABDOMINAL NO BANCO DECLINADO 3X10.gif,199985,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA ALTA COM TOQUE NOS OMBROS 633.gif,126028,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA COM CHUTE LATERAL 498.gif,389716,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA COM FLEXCO DE JOELHO EXTERNA NO JUMP 410.gif,214655,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA COM FLEXCO DE JOELHO INTERNA NO JUMP 411.gif,179283,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA COM FLXCO PLANTAR 408.gif,105086,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA COM OS PE NA BOLA SUICA 386.gif,166750,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA FRONTAL COM BOLA SUICA 328.gif,287444,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA LATERAL 329.gif,176212,asset,high,asset without textual reference
public/assets/exercises/ABDOME/PRANCHA SUSPENSA COM TRACCO ELASTICA 542.gif,166516,asset,high,asset without textual reference
